,method,rank,l,p,rmse,time
0,FRSVT,3,5,2,0.009976710179055466,0.2977030277252197
1,QISVT,3,5,2,0.009984204603785844,0.3007011413574219
2,SVT,3,5,2,0.0100604053056168,2.533722162246704
3,FRSVT,3,5,2,0.00998902074079364,0.25903797149658203
4,QISVT,3,5,2,0.00997765769610164,0.3133561611175537
5,SVT,3,5,2,0.0100604053056168,2.387878894805908
6,FRSVT,3,10,2,0.009982408508417733,0.6158840656280518
7,QISVT,3,10,2,0.009983095163032597,0.9528210163116455
8,SVT,3,10,2,0.0100604053056168,2.1438307762145996
9,FRSVT,3,10,2,0.009987392937280414,0.6508369445800781
10,QISVT,3,10,2,0.00998965779144419,0.566875696182251
11,SVT,3,10,2,0.0100604053056168,2.2385590076446533
12,FRSVT,3,15,2,0.009979942947062195,1.209751844406128
13,QISVT,3,15,2,0.010000316937213205,1.1138651371002197
14,SVT,3,15,2,0.0100604053056168,2.6104202270507812
15,FRSVT,3,15,2,0.009975960880004322,1.5024681091308594
16,QISVT,3,15,2,0.010011356236520805,1.0743467807769775
17,SVT,3,15,2,0.0100604053056168,2.3583390712738037
18,FRSVT,3,20,2,0.009986150755768633,2.5695419311523438
19,QISVT,3,20,2,0.010003650044483592,2.5587058067321777
20,SVT,3,20,2,0.0100604053056168,8.959462881088257
21,FRSVT,3,20,2,0.010002031739780709,2.0626490116119385
22,QISVT,3,20,2,0.009989734553413203,1.798896074295044
23,SVT,3,20,2,0.0100604053056168,15.916100025177002
24,FRSVT,5,5,2,0.009962165119687146,0.3688831329345703
25,QISVT,5,5,2,0.00995782613529998,0.619387149810791
26,SVT,5,5,2,0.010228238669034688,2.357477903366089
27,FRSVT,5,5,2,0.009957576435353556,0.42562413215637207
28,QISVT,5,5,2,0.009957491042321097,0.2631969451904297
29,SVT,5,5,2,0.010228238669034688,5.323052644729614
30,FRSVT,5,10,2,0.009950867283662646,0.6595981121063232
31,QISVT,5,10,2,0.009968072139861185,0.5599889755249023
32,SVT,5,10,2,0.010228238669034688,2.8809702396392822
33,FRSVT,5,10,2,0.010004915730749558,0.6242711544036865
34,QISVT,5,10,2,0.009965864442235038,0.7003738880157471
35,SVT,5,10,2,0.010228238669034688,2.375153064727783
36,FRSVT,5,15,2,0.009990786213632691,2.3665730953216553
37,QISVT,5,15,2,0.01001110234073877,1.0524547100067139
38,SVT,5,15,2,0.010228238669034688,2.188420057296753
39,FRSVT,5,15,2,0.010009532914685515,1.3589818477630615
40,QISVT,5,15,2,0.01002439438769465,1.0186409950256348
41,SVT,5,15,2,0.010228238669034688,2.1133358478546143
42,FRSVT,5,20,2,0.010011892507906026,1.7246160507202148
43,QISVT,5,20,2,0.010015846785587645,1.6681580543518066
44,SVT,5,20,2,0.010228238669034688,2.31455397605896
45,FRSVT,5,20,2,0.010001067166392172,1.7590787410736084
46,QISVT,5,20,2,0.010036129455913204,1.6937129497528076
47,SVT,5,20,2,0.010228238669034688,2.331080198287964
48,FRSVT,7,5,2,0.009978726318922816,0.2990422248840332
49,QISVT,7,5,2,0.009988733375342538,0.3210430145263672
50,SVT,7,5,2,0.010895120646401413,2.830148935317993
51,FRSVT,7,5,2,0.009971969582926359,0.2544410228729248
52,QISVT,7,5,2,0.009970611940889546,0.25648999214172363
53,SVT,7,5,2,0.010895120646401413,2.232779026031494
54,FRSVT,7,10,2,0.009931955395079576,0.6676979064941406
55,QISVT,7,10,2,0.009962120442784193,0.5559532642364502
56,SVT,7,10,2,0.010895120646401413,2.362678050994873
57,FRSVT,7,10,2,0.01049271861220614,0.6531610488891602
58,QISVT,7,10,2,0.010858745568817147,0.5842289924621582
59,SVT,7,10,2,0.010895120646401413,2.2012858390808105
60,FRSVT,7,15,2,0.010055676142141324,1.0977599620819092
61,QISVT,7,15,2,0.010004242500558052,1.006753921508789
62,SVT,7,15,2,0.010895120646401413,7.522042751312256
63,FRSVT,7,15,2,0.011803663352295268,1.141083002090454
64,QISVT,7,15,2,0.010087399897331083,1.0581181049346924
65,SVT,7,15,2,0.010895120646401413,2.3471970558166504
66,FRSVT,7,20,2,0.010447980305743414,1.7292149066925049
67,QISVT,7,20,2,0.01157564848338145,1.7040371894836426
68,SVT,7,20,2,0.010895120646401413,2.3684003353118896
69,FRSVT,7,20,2,0.010268837807229437,3.8658061027526855
70,QISVT,7,20,2,0.010059234327276043,1.7589688301086426
71,SVT,7,20,2,0.010895120646401413,2.3943963050842285
72,FRSVT,9,5,2,0.009969960435658584,0.269589900970459
73,QISVT,9,5,2,0.009970116570899617,0.3629288673400879
74,SVT,9,5,2,0.011125725854824128,2.282460927963257
75,FRSVT,9,5,2,0.00997143950015264,0.25969815254211426
76,QISVT,9,5,2,0.01003208390751904,0.2548961639404297
77,SVT,9,5,2,0.011125725854824128,2.868061065673828
78,FRSVT,9,10,2,0.009926833762663078,0.6428279876708984
79,QISVT,9,10,2,0.009972626913341514,0.5933589935302734
80,SVT,9,10,2,0.011125725854824128,2.204880952835083
81,FRSVT,9,10,2,0.009981432853844337,0.6416692733764648
82,QISVT,9,10,2,0.009983678801186628,0.5763471126556396
83,SVT,9,10,2,0.011125725854824128,5.338010787963867
84,FRSVT,9,15,2,0.009948490861309727,1.151789665222168
85,QISVT,9,15,2,0.010013032695913731,1.028932809829712
86,SVT,9,15,2,0.011125725854824128,2.173017978668213
87,FRSVT,9,15,2,0.009960789719446302,1.090961217880249
88,QISVT,9,15,2,0.009995644944152133,1.0168168544769287
89,SVT,9,15,2,0.011125725854824128,2.2583630084991455
90,FRSVT,9,20,2,0.009994995690062642,1.7477209568023682
91,QISVT,9,20,2,0.010004487767058513,1.7111327648162842
92,SVT,9,20,2,0.011125725854824128,2.2135770320892334
93,FRSVT,9,20,2,0.010003337984078532,1.7135059833526611
94,QISVT,9,20,2,0.010051550394027952,1.666715145111084
95,SVT,9,20,2,0.011125725854824128,3.0609049797058105
96,FRSVT,11,5,2,0.011851083822489191,0.25519514083862305
97,QISVT,11,5,2,0.011990607218927364,0.5193190574645996
98,SVT,11,5,2,0.012470505585558657,2.161818742752075
99,FRSVT,11,5,2,0.012162744442943482,0.24344515800476074
100,QISVT,11,5,2,0.011853717200545835,0.26294779777526855
101,SVT,11,5,2,0.012470505585558657,2.296118974685669
102,FRSVT,11,10,2,0.013008735473623119,0.6117708683013916
103,QISVT,11,10,2,0.01338581814635106,0.5380022525787354
104,SVT,11,10,2,0.012470505585558657,2.2472832202911377
105,FRSVT,11,10,2,0.01345250830906516,0.6943838596343994
106,QISVT,11,10,2,0.011312569583479593,0.561610221862793
107,SVT,11,10,2,0.012470505585558657,2.8827290534973145
108,FRSVT,11,15,2,0.013295216293268793,1.139286994934082
109,QISVT,11,15,2,0.011638281239376347,1.0096027851104736
110,SVT,11,15,2,0.012470505585558657,2.539307117462158
111,FRSVT,11,15,2,0.012918903250790254,1.1600728034973145
112,QISVT,11,15,2,0.012809952640916814,0.989408016204834
113,SVT,11,15,2,0.012470505585558657,2.2330048084259033
114,FRSVT,11,20,2,0.012429788398508593,1.7591509819030762
115,QISVT,11,20,2,0.012001231909096532,1.6954669952392578
116,SVT,11,20,2,0.012470505585558657,2.39176082611084
117,FRSVT,11,20,2,0.012783473724495037,1.7453689575195312
118,QISVT,11,20,2,0.012684025406568718,1.6793749332427979
119,SVT,11,20,2,0.012470505585558657,2.2642810344696045
